ESTADO,MESES,INGRESOS,CASA,PRECIO_DISPOSITIVO,PROMEDIO_DURACION_LLAMADA,SATISFACCION,SOBRECARGO,SALDO_RESTANTE,COMPARTIR,LON,LAT
VINCULADO,26,3019606,83000000,754724,1.3,4.856132145,17.36029909,13.5,NO,0,0
VINCULADO,37,810131,888000000,1304964,16.8,4.236353984,0,12.6,NO,0,0
VINCULADO,22,7468192,85000000,398082,14.7,4.467914487,8.324478179,78.7,NO,0,0
RETIRADO,41,3389368,415000000,2367004,0.6,6.739468509,127.2761387,12.8,NO,0,0
RETIRADO,19,1204211,938000000,2270301,15.2,6.548786509,198.0411566,12.7,NO,0,0
RETIRADO,31,3157202,904000000,851611,0.9,6.501367874,228.4749694,10.7,NO,0,0
RETIRADO,34,7603267,1739000000,2451127,0.8,6.800311257,146.3404834,65.9,NO,0,0
RETIRADO,61,7288615,478000000,1687797,17.8,6.993751131,185.89749,61.1,NO,0,0
VINCULADO,11,3023236,492000000,3833155,2.2,5.015592159,20.13953481,20.6,NO,0,0
RETIRADO,22,6813815,1412000000,1780030,16.9,6.820729997,170.7010694,87.5,NO,0,0
VINCULADO,16,3547056,760000000,952095,2.9,3.96606284,32.50250702,3.8,SI,-74.1575262,4.623602874
VINCULADO,19,2257896,877000000,1790029,2.5,4.30148784,28.34485451,11.4,NO,0,0
RETIRADO,5,6490131,504000000,2542264,16.5,6.379605971,255.201932,70.9,SI,-74.10192144,4.747370791
RETIRADO,13,1789579,585000000,1916513,15.9,6.579727558,225.9943182,13.3,NO,0,0
VINCULADO,0,4314260,713000000,337548,3.3,4.608988326,0,18.3,NO,0,0
RETIRADO,9,965871,612000000,988325,16,6.697473975,151.96075,11.8,NO,0,0
RETIRADO,12,996911,536000000,1995507,16.8,6.89600301,312.2024853,22.4,NO,0,0
VINCULADO,29,1586090,372000000,1416789,15.8,5.782282602,33.32525908,26.3,NO,0,0
RETIRADO,11,2541620,1001000000,1908236,2.5,6.782476624,181.1756581,35.3,NO,0,0
RETIRADO,33,4290635,1173000000,1970673,3.4,6.309231473,279.4546815,8.4,NO,0,0
RETIRADO,51,6649766,482000000,1287647,15.5,7.034173445,202.2692573,44.5,NO,0,0
RETIRADO,0,7903141,1622000000,1328347,0.6,4.807398328,0,82.5,NO,0,0
VINCULADO,19,829998,709000000,400579,15.9,5.291757794,0,2.2,SI,-74.06969789,4.586570506
VINCULADO,12,7474763,914000000,814196,15.8,4.807071045,0,78.1,NO,0,0
VINCULADO,26,3505260,388000000,510448,2.7,6.873618271,203.6970156,25,NO,0,0
RETIRADO,7,4193838,346000000,418454,1.9,6.541122025,92.89889226,14.8,SI,-74.18092675,4.576208378
RETIRADO,26,150000,607000000,2199477,16.1,6.354680919,148.570233,13.5,NO,0,0
VINCULADO,33,545586,220000000,1987133,18,3.880652969,25.69104362,22.8,NO,0,0
RETIRADO,10,6552616,85000000,401349,1.6,6.601744628,134.0863625,78.2,NO,0,0
VINCULADO,37,3101681,708000000,2410949,1.3,4.910744569,9.327998066,27.3,NO,0,0
VINCULADO,26,7630100,1799000000,1035026,1.6,3.978854894,31.01903478,74.8,NO,0,0
VINCULADO,13,4003818,1052000000,828136,3.1,4.787717208,0,18.2,NO,0,0
VINCULADO,56,254303,428000000,1043039,15.4,6.045690253,26.83012812,20.7,NO,0,0
VINCULADO,33,6717203,88000000,2014513,2.3,4.377037802,0,62.2,NO,0,0
RETIRADO,10,7513619,1630000000,2054278,16.7,6.941427736,199.560819,75.6,NO,0,0
RETIRADO,26,7345374,146000000,575491,15.1,5.404837636,0,73.5,NO,0,0
VINCULADO,14,1170138,261000000,338182,17.9,3.463853643,0,29.8,NO,0,0
RETIRADO,67,7641107,85000000,930870,14.4,6.554670055,215.3957075,58,NO,0,0
RETIRADO,18,7832445,287000000,2000455,15.4,7.311697588,217.4598443,89.4,NO,0,0
RETIRADO,25,3013719,864000000,1560078,3.6,6.47494859,95.1543092,13.5,SI,-74.10473136,4.548555982
RETIRADO,8,6815100,507000000,1498190,1,7.053590541,358.0161033,61.7,NO,0,0
VINCULADO,24,7867325,508000000,1169703,16.7,4.799804399,34.1580228,33.1,NO,0,0
VINCULADO,57,3425063,85000000,339618,0.9,7.425519522,231.2706356,24,NO,0,0
VINCULADO,25,3006924,321000000,2311520,2.5,4.426004352,0,6.5,NO,0,0
VINCULADO,13,3595544,569000000,392549,2.6,5.676812757,0,30.6,NO,0,0
RETIRADO,35,8278833,1960000000,2520274,15.2,4.886861339,0,89.2,NO,0,0
VINCULADO,15,7021168,368000000,997680,15.6,5.222668895,24.48867653,87.6,NO,0,0
VINCULADO,24,7434424,791000000,1022111,15.9,4.884415122,0,74.5,NO,0,0
VINCULADO,32,3849137,863000000,1630945,1.6,4.447680957,13.74463521,11.9,NO,0,0
RETIRADO,18,543508,660000000,1737245,15.9,6.770794858,205.3547087,18.5,NO,0,0
VINCULADO,16,1390515,307000000,1235017,15.5,5.228398614,0,22.6,NO,0,0
VINCULADO,8,3785784,863000000,1072143,3.4,4.401037333,9.07490831,0.2,NO,0,0
RETIRADO,1,1188110,353000000,985055,16.7,6.372985978,190.2749871,25.9,NO,0,0
RETIRADO,28,474060,784000000,1334573,15.4,6.422719448,242.5647554,5.9,NO,0,0
VINCULADO,40,3926811,104000000,1145714,1.8,4.293405059,27.00887301,5.6,NO,0,0
VINCULADO,35,6985559,376000000,427999,16.7,6.017331035,0,57.6,NO,0,0
VINCULADO,28,6825294,270000000,1824589,0.6,4.886187146,0,77.3,NO,0,0
RETIRADO,22,7553493,730000000,1965020,1.8,6.719233106,141.8102484,84.5,NO,0,0
VINCULADO,11,7225839,581000000,2016346,1.8,3.991864426,27.50744422,54.5,NO,0,0
RETIRADO,17,7900818,308000000,333596,3.2,4.988463109,0,37.5,NO,0,0
VINCULADO,27,7796520,84000000,2237942,1.9,7.01583848,164.0893287,71.5,NO,0,0
RETIRADO,19,6983898,566000000,1880470,17.8,6.454158308,204.4000704,82.8,NO,0,0
VINCULADO,24,3282723,802000000,1235051,2.7,4.722373669,16.83599656,9.2,NO,0,0
RETIRADO,39,673856,156000000,414874,15.6,6.597624888,220.7799129,6.3,NO,0,0
VINCULADO,15,7135375,978000000,2143309,2,4.439365979,1.971365653,59.2,NO,0,0
RETIRADO,27,7586687,827000000,791879,16.7,7.032509924,263.7122385,90.6,NO,0,0
VINCULADO,24,3071767,660000000,878099,2.2,6.553796584,131.2846313,4.4,SI,-74.13463277,4.678921946
RETIRADO,26,7321090,1587000000,1573238,15.6,7.134033982,252.7456103,44.4,NO,0,0
VINCULADO,14,912656,1099000000,1644884,16.1,5.052816507,0,25.1,NO,0,0
RETIRADO,49,3184426,555000000,1188974,0.4,6.820838573,244.6681517,9.6,NO,0,0
VINCULADO,9,7367829,1531000000,1405759,2.3,4.644065004,32.97904028,64.4,NO,0,0
RETIRADO,45,7705622,485000000,695371,1.9,5.814637426,32.81351328,79.6,NO,0,0
RETIRADO,9,7447266,84000000,384805,1.1,6.398611438,191.0908668,59.8,NO,0,0
VINCULADO,33,1905995,245000000,1776823,16.4,5.122371156,26.60160071,6.6,NO,0,0
RETIRADO,9,6881795,1463000000,329056,18,6.902837447,218.7070569,38,NO,0,0
RETIRADO,21,3760838,733000000,779177,2.2,7.008832898,302.0442457,22.1,NO,0,0
VINCULADO,50,8084359,1902000000,1940493,16.3,6.816548891,239.0367383,40.4,NO,0,0
VINCULADO,36,7550327,547000000,894538,15.6,4.41647498,56.67316268,54.7,NO,0,0
RETIRADO,40,927103,223000000,1344985,15.8,7.116346924,210.6903879,24.3,NO,0,0
RETIRADO,32,4248910,532000000,961142,3.1,7.111846995,188.1355572,0,NO,0,0
RETIRADO,36,8134816,651000000,768611,17.8,7.028613791,107.7303275,76.1,NO,0,0
RETIRADO,16,3358579,530000000,325805,1.9,4.753152397,14.43045441,18.5,NO,0,0
VINCULADO,18,3678346,387000000,1392590,1.7,4.631055185,0,25,NO,0,0
RETIRADO,27,1959921,810000000,1256199,16.3,6.846072317,123.2501621,0.2,NO,0,0
RETIRADO,44,7128150,1115000000,3474239,15,6.927422054,115.4497122,53.5,NO,0,0
VINCULADO,32,3292893,739000000,3550998,3.6,4.03287422,29.45040357,15.7,SI,-74.12462469,4.559162376
RETIRADO,15,1875657,376000000,976892,18.1,7.193405835,244.7231502,3.9,NO,0,0
RETIRADO,31,7839456,476000000,1263222,17.5,6.775666188,251.9824268,80.8,NO,0,0
RETIRADO,43,1147185,610000000,435229,14.6,6.555821468,238.8053417,8.1,NO,0,0
VINCULADO,40,1334413,448000000,1775033,15.9,6.898164761,253.0933572,10.8,NO,0,0
VINCULADO,4,3740735,502000000,1046326,1.3,6.95699827,119.0896443,2.8,NO,0,0
RETIRADO,21,7687893,1648000000,307802,15.5,6.539935249,291.5467494,77,NO,0,0
RETIRADO,22,7128833,410000000,1055721,16.8,6.829787099,213.9264823,85.7,NO,0,0
VINCULADO,36,6612813,935000000,300153,16.3,4.509781582,81.20262547,109.8,NO,0,0
VINCULADO,22,7095011,426000000,1340896,16.3,5.619908536,2.703385144,61.6,NO,0,0
RETIRADO,47,4108175,992000000,1427952,1.1,6.73997007,123.8884448,0,NO,0,0
VINCULADO,60,1713303,362000000,2257770,15.3,4.617980832,0,4,NO,0,0
RETIRADO,22,6863653,928000000,2411887,1.4,7.370576298,173.988763,89.4,NO,0,0
VINCULADO,7,7562819,320000000,413433,16,4.511188687,0,62.1,NO,0,0
RETIRADO,7,2282238,682000000,592006,16.2,4.397093051,44.99315311,20.6,NO,0,0
RETIRADO,5,491051,795000000,838693,17,5.358556461,12.75456109,34.1,NO,0,0
VINCULADO,35,7496102,536000000,1174367,17.2,4.405765073,4.656378937,67.1,NO,0,0
VINCULADO,14,1215711,535000000,515157,15.1,4.040699264,49.22660221,18.4,NO,0,0
VINCULADO,15,3233079,684000000,457647,1.6,5.698829585,27.81958187,21.4,NO,0,0
VINCULADO,18,7322346,620000000,1013810,15.9,4.129428925,6.828841814,97.8,NO,0,0
VINCULADO,26,6405596,340000000,1166008,1.9,5.036139806,53.5448181,51.4,NO,0,0
VINCULADO,4,875565,353000000,445179,15.3,4.892495419,38.87243142,9.3,NO,0,0
RETIRADO,13,7577154,460000000,599026,15.2,6.913364494,215.5628943,75.4,NO,0,0
VINCULADO,17,3539908,459000000,509478,2,5.197186151,52.41585241,16,SI,-74.16746027,4.570117581
VINCULADO,10,3459694,655000000,796275,3.9,4.057474129,19.48833428,18.4,NO,0,0
RETIRADO,33,7434425,258000000,844497,1.6,7.172346205,91.80024104,67.8,NO,0,0
VINCULADO,36,7432254,1716000000,473242,15.7,4.368979606,0,74,NO,0,0
RETIRADO,31,1202457,459000000,2152212,15.9,6.803138815,223.6344039,16.5,NO,0,0
VINCULADO,46,4315400,182000000,390308,1.3,4.577808039,0,20.1,NO,0,0
RETIRADO,46,8428348,1995000000,1926286,16.9,6.072988174,165.7815861,37,NO,0,0
VINCULADO,19,7459145,198000000,2044243,2.8,5.560040951,0,67.9,NO,0,0
RETIRADO,14,996866,354000000,1471396,17,6.600181029,170.0537085,13.8,NO,0,0
VINCULADO,3,7431507,1694000000,1369774,0.9,4.583776632,0,64.8,NO,0,0
VINCULADO,23,3654789,511000000,577559,1.6,4.251660793,0,15.6,NO,0,0
RETIRADO,5,4019354,831000000,1066426,0,5.014193474,46.35979412,39.4,NO,0,0
RETIRADO,21,150000,470000000,655756,16.3,7.184475225,276.3773823,17.9,NO,0,0
RETIRADO,39,6451851,506000000,1569938,2.9,6.625154526,238.2987494,103.6,NO,0,0
VINCULADO,0,7544924,618000000,1474975,16.3,7.489982207,180.3677267,46.2,NO,0,0
RETIRADO,27,7592792,1741000000,1087318,15.7,4.954797757,2.351274246,60.1,NO,0,0
RETIRADO,20,7716012,1258000000,1947031,15,6.829159229,65.75096534,87.6,NO,0,0
RETIRADO,43,1193074,278000000,731258,16.2,6.840438559,221.9457181,20.5,NO,0,0
RETIRADO,19,989236,961000000,922116,16,4.206408419,11.44722178,3.1,SI,-74.19631889,4.634678018
VINCULADO,45,6742713,923000000,683798,15,4.905449841,0,95.3,NO,0,0
VINCULADO,6,1450181,319000000,419344,15.5,4.544419937,41.253743,17.3,NO,0,0
RETIRADO,50,7279458,791000000,416478,16.3,6.503037216,102.6575368,89.9,NO,0,0
VINCULADO,22,1062867,976000000,1129541,16.3,4.827339502,62.07434052,34.2,NO,0,0
RETIRADO,5,7260839,924000000,1260335,15.5,5.989103346,133.5779357,61.5,NO,0,0
VINCULADO,28,7731203,967000000,2290421,2.6,5.122299075,15.92993532,73.5,NO,0,0
RETIRADO,36,6472911,1356000000,1301834,1.9,7.033477319,239.2081595,83.6,NO,0,0
RETIRADO,7,6563656,516000000,542524,1.7,6.912138297,183.4524497,70.7,NO,0,0
VINCULADO,0,3314274,1217000000,992112,3,3.931116613,0,10.4,NO,0,0
RETIRADO,11,7479349,510000000,1580588,15.5,6.918941639,198.2625994,85.2,NO,0,0
VINCULADO,36,8764153,828000000,1261862,16,3.679364721,50.3446371,87.7,NO,0,0
RETIRADO,21,359172,475000000,354805,15.7,6.43872884,298.838236,6.5,NO,0,0
VINCULADO,34,2397287,488000000,695359,2.7,4.660590913,0,8.4,NO,0,0
RETIRADO,19,7700141,432000000,782053,0.5,6.948074417,86.40227957,83.5,NO,0,0
RETIRADO,21,7154448,496000000,2146019,1.5,7.182884386,139.0230847,68.2,NO,0,0
RETIRADO,27,6211695,1283000000,1603989,14.8,6.185249937,177.509783,45,NO,0,0
VINCULADO,36,1256928,296000000,857052,14.5,5.364747982,26.8594525,24.4,NO,0,0
VINCULADO,18,1841213,283000000,3483295,16.7,4.657678816,5.73070439,18.6,NO,0,0
VINCULADO,47,6676171,251000000,440860,14.7,5.128050527,32.86656511,56.2,NO,0,0
VINCULADO,0,6947031,991000000,1828580,2.1,4.382995984,54.21934542,67.7,NO,0,0
VINCULADO,21,1598399,551000000,436088,17.3,6.04776588,89.19744202,11.5,NO,0,0
VINCULADO,40,4838643,810000000,1023455,3.4,4.476274375,46.51923643,23.8,NO,0,0
VINCULADO,34,3424636,623000000,1794573,3.3,4.833445107,0,22.2,NO,0,0
VINCULADO,41,7166983,370000000,788167,15.1,4.055067555,12.78758068,71.5,NO,0,0
RETIRADO,13,6233595,84000000,1095963,1.3,6.397852491,144.0880217,66.6,NO,0,0
VINCULADO,31,7225769,652000000,1010419,2.8,4.847065688,32.37216242,61.2,NO,0,0
RETIRADO,32,7068290,1454000000,2365434,1.1,6.790525494,203.4157704,66.8,NO,0,0
VINCULADO,24,2909997,939000000,497115,2.7,4.507782102,0,16.2,SI,-74.1472161,4.663301749
RETIRADO,0,6576853,668000000,1111482,16.4,6.464535067,132.3884705,103.2,SI,-74.08419639,4.665611234
VINCULADO,53,1631398,344000000,392595,14.7,6.258857573,0,13.9,NO,0,0
VINCULADO,43,4845184,905000000,817260,1.2,4.664858385,44.71070277,10.5,NO,0,0
RETIRADO,45,8437089,1198000000,1734619,15.1,6.752138369,150.4677125,61.9,NO,0,0
VINCULADO,37,7822082,782000000,1554751,15.8,4.690121378,25.80796333,90.8,NO,0,0
RETIRADO,20,1143211,749000000,394016,16.1,7.189664877,289.9191009,6.1,NO,0,0
VINCULADO,22,3392609,930000000,373090,1.8,7.787765399,144.6801506,19.9,NO,0,0
RETIRADO,20,7160673,518000000,448804,14.4,7.480037578,223.0226347,49.5,NO,0,0
VINCULADO,19,7357101,687000000,1235476,17.2,4.546036505,15.44062218,56.3,NO,0,0
VINCULADO,46,589733,133000000,1688007,16.1,5.106546105,6.637602831,15.2,NO,0,0
VINCULADO,0,3138752,694000000,2708606,2.6,4.604243243,45.49401313,10.6,NO,0,0
VINCULADO,20,3173002,713000000,684786,1.9,3.778870399,45.05499483,1.9,NO,0,0
RETIRADO,16,1529887,334000000,2469544,14.4,6.54768623,152.0494937,26.5,NO,0,0
VINCULADO,1,7510136,204000000,1116160,16.4,7.098198338,279.7466754,67.1,NO,0,0
RETIRADO,25,7443639,1641000000,335306,15.8,6.882696919,197.8832343,59.1,NO,0,0
RETIRADO,8,6455969,1456000000,2851542,16.1,4.865875729,36.72294692,86.1,NO,0,0
VINCULADO,23,7696244,461000000,1213677,16.2,6.623264686,220.8879506,84.4,NO,0,0
VINCULADO,13,3236039,728000000,3049425,2.2,5.214958905,0,24.5,NO,0,0
RETIRADO,14,7908483,1821000000,1735278,0.9,6.385220197,188.8695177,71.4,NO,0,0
VINCULADO,26,8057916,129000000,321933,16.5,4.492585626,0,52.1,NO,0,0
VINCULADO,38,7865465,824000000,1364634,1.3,4.219706913,22.1266627,53.4,NO,0,0
RETIRADO,47,3030944,682000000,1245097,1.9,7.245078478,253.347224,1.8,NO,0,0
RETIRADO,21,2601144,589000000,932164,0.9,7.491912521,213.7545914,27.9,NO,0,0
RETIRADO,11,7541276,1677000000,787134,14.6,4.981620964,34.27966099,58,NO,0,0
VINCULADO,38,1091063,506000000,2057216,16.7,5.042448485,0,10.1,NO,0,0
RETIRADO,1,1818207,385000000,2403816,15.7,7.136911747,237.5961039,3.8,NO,0,0
RETIRADO,8,6879581,881000000,1259273,0.8,7.217272873,193.065114,92.7,NO,0,0
RETIRADO,14,2905842,591000000,1779352,2.2,6.733735645,106.5491287,23.3,SI,-74.08847545,4.546072238
RETIRADO,8,3419626,629000000,474583,3,6.679035379,253.5977612,14.2,NO,0,0
RETIRADO,31,6393268,758000000,351620,3.5,6.486042044,211.9317476,60.9,NO,0,0
VINCULADO,41,865390,175000000,435594,16.1,3.607129178,53.88648199,25.2,NO,0,0
RETIRADO,38,7783656,1716000000,669254,2.7,6.719758563,223.3072234,71.9,NO,0,0
VINCULADO,39,7379061,190000000,1746825,2.8,3.968096573,0,52.6,NO,0,0
VINCULADO,37,7151337,1683000000,1684147,17.2,4.823481503,11.29263763,41.1,NO,0,0
RETIRADO,41,3998939,676000000,1547551,1.7,6.693617685,228.0241009,8.7,NO,0,0
VINCULADO,26,3111758,464000000,346551,2.5,5.558044645,64.58162403,20.8,NO,0,0
RETIRADO,10,7335494,1806000000,357115,13.7,7.334564618,169.0771175,64.1,NO,0,0
RETIRADO,18,7793759,206000000,378687,17,6.337530711,256.5575578,79,NO,0,0
VINCULADO,49,8138920,83000000,1473423,0.3,4.212782407,0,63.8,NO,0,0
RETIRADO,18,2942510,642000000,430693,3.5,7.031051895,247.0662866,15.9,NO,0,0
VINCULADO,17,1356359,1293000000,1309909,16.4,4.748448078,0,32.1,NO,0,0
VINCULADO,27,987415,551000000,2348511,16.4,5.090597239,8.808025958,26.7,NO,0,0
VINCULADO,15,7791839,616000000,1063313,0.1,4.881191983,32.15840978,62.8,NO,0,0
RETIRADO,17,8396057,190000000,1449519,16.6,6.822695964,119.3397274,75,NO,0,0
RETIRADO,15,1039955,227000000,1248235,15.3,6.664320246,179.1080672,26.6,NO,0,0
RETIRADO,10,1137827,227000000,2198456,16.7,6.553285874,264.7713168,20.7,NO,0,0
RETIRADO,38,2778909,757000000,2317131,0.1,4.135974955,0,21.1,NO,0,0
RETIRADO,32,561952,118000000,2876940,16.1,6.998480458,250.9169224,24.6,NO,0,0
VINCULADO,37,3650785,586000000,1317776,1.3,6.941888541,178.2755193,7.7,NO,0,0
VINCULADO,11,4396435,654000000,2378002,2.7,4.741953475,0,26.6,NO,0,0
VINCULADO,48,7284056,189000000,2179976,2.6,5.994262725,16.82846248,92.5,NO,0,0
RETIRADO,34,6778473,416000000,821413,16.7,6.864759297,240.3274899,84.4,NO,0,0
VINCULADO,49,1306527,822000000,1555017,16.2,4.455164549,22.63315935,0.8,NO,0,0
RETIRADO,0,7765433,290000000,581499,4,6.326465779,181.3544321,49.5,NO,0,0
VINCULADO,0,441415,455000000,2581721,15.2,4.385266775,0,16,NO,0,0
VINCULADO,34,781652,1024000000,3233813,15,4.649586865,0,12.9,NO,0,0
VINCULADO,35,7757598,1856000000,1480272,16.4,3.739875808,0,51.2,NO,0,0
VINCULADO,7,2903052,593000000,450515,3.5,3.718309387,0,9.4,NO,0,0
VINCULADO,31,6359114,1363000000,627143,15.5,5.133044577,0,92.7,NO,0,0
RETIRADO,23,7324075,611000000,2264721,17.3,7.423417106,182.9479357,56.8,NO,0,0
RETIRADO,25,7226448,1045000000,403133,2.6,7.075632522,176.1802483,87,NO,0,0
VINCULADO,13,1553682,576000000,2089785,16.3,4.070750249,39.70324832,0.1,SI,-74.16968132,4.565942439
RETIRADO,25,1364198,951000000,1292547,15,4.600225956,35.53640536,5.8,NO,0,0
RETIRADO,38,7252445,372000000,778533,1.1,6.882626206,264.5399442,77.8,NO,0,0
VINCULADO,22,7091228,1669000000,2466676,16.1,5.18627373,41.88141335,99.7,NO,0,0
VINCULADO,26,7708443,1605000000,1694616,2.6,4.043197518,0,65.2,NO,0,0
RETIRADO,18,7577360,517000000,1580088,1.7,6.663588089,141.5948435,68.8,NO,0,0
RETIRADO,15,3866563,947000000,1728100,2.5,6.47057862,143.3817208,10.9,NO,0,0
VINCULADO,32,5990122,883000000,2067854,16.6,6.7944927,258.4766053,60.4,NO,0,0
VINCULADO,0,1782391,371000000,1906298,15.8,4.860740011,57.12095843,15.3,NO,0,0
RETIRADO,25,1491760,329000000,2193590,16.2,6.641403358,202.6058748,24.3,NO,0,0
RETIRADO,28,6635665,503000000,1449820,14.5,7.485803731,60.46567987,75.7,SI,-74.08964366,4.74410313
RETIRADO,16,7925115,649000000,1206414,1.6,6.55344463,72.59134476,69.9,NO,0,0
VINCULADO,20,7777356,407000000,2263018,15.4,4.560224389,38.30647142,67.3,NO,0,0
RETIRADO,67,1500681,680000000,1053671,16.5,7.333645196,197.6537831,11.4,NO,0,0
RETIRADO,33,7370674,86000000,2544499,2.4,6.969524942,165.5023338,90.1,NO,0,0
RETIRADO,16,2928905,475000000,1406894,0.9,6.532943725,244.9328174,14.6,NO,0,0
RETIRADO,17,793961,744000000,1886378,17.2,7.060926861,176.8830069,16.3,NO,0,0
RETIRADO,48,3624892,775000000,1474724,3.9,7.369550779,201.8764715,19.3,NO,0,0
VINCULADO,24,7606880,346000000,466140,16.3,4.677986862,1.328580877,33,NO,0,0
VINCULADO,35,964068,436000000,1779103,15.7,4.215955956,0.210362429,13.5,NO,0,0
RETIRADO,0,8701768,847000000,616799,15.6,7.489630544,198.0046635,118.2,NO,0,0
RETIRADO,23,843919,186000000,1347316,16.7,6.151561968,139.4411759,24.1,NO,0,0
VINCULADO,40,2607559,1287000000,949861,1.7,4.565295081,4.441836464,4.2,NO,0,0
RETIRADO,50,4156329,433000000,460949,1.5,6.517606497,222.6799685,8.7,NO,0,0
RETIRADO,48,8307806,324000000,435053,1.8,6.904236243,50.07741495,68.1,NO,0,0
RETIRADO,44,6843299,322000000,359671,0,6.671788316,180.9943345,67.9,NO,0,0
RETIRADO,0,7394128,1529000000,387887,14,6.177529133,175.3005538,94.8,NO,0,0
VINCULADO,30,7027755,420000000,1755818,1.4,6.612322268,202.5472803,91.5,NO,0,0
RETIRADO,29,316047,523000000,2195554,16.7,6.408661215,208.1513688,0,NO,0,0
VINCULADO,30,411851,237000000,1461550,16.7,4.59996956,90.88618408,11.1,NO,0,0
VINCULADO,36,6832291,267000000,3118592,15,3.72869839,16.97407098,90.5,NO,0,0
RETIRADO,28,1934793,560000000,1279795,16,6.670619002,246.1030764,17.2,NO,0,0
RETIRADO,24,7393130,1813000000,623731,14.4,6.519673793,171.2506224,65.2,NO,0,0
VINCULADO,37,900761,340000000,580087,15.3,4.625788379,0,24.2,NO,0,0
VINCULADO,58,7464328,1604000000,1536970,1.2,4.837483624,12.56168404,59,NO,0,0
RETIRADO,3,7446526,687000000,350703,16,6.995810882,220.8804863,77.4,NO,0,0
VINCULADO,33,2500893,773000000,889943,16,3.998300032,6.209354515,20.5,NO,0,0
RETIRADO,24,7647623,663000000,875188,1.6,6.365090863,246.5523906,93.9,NO,0,0
VINCULADO,29,2999490,168000000,436193,2.3,5.095730297,0,34.8,NO,0,0
VINCULADO,10,4156209,363000000,941172,3.3,5.435853585,67.03605583,3,NO,0,0
RETIRADO,15,6536947,84000000,893473,15.4,7.419636237,210.953249,66.7,NO,0,0
VINCULADO,3,547594,107000000,1533904,15.7,6.2493562,237.5985772,4.3,NO,0,0
RETIRADO,23,7330989,300000000,2038793,16.1,6.48607648,220.9224093,68.9,NO,0,0
VINCULADO,18,8138254,298000000,1499668,16.2,4.740844902,0,50,NO,0,0
VINCULADO,43,4050793,826000000,2115660,2.5,4.803208728,0,9.8,NO,0,0
VINCULADO,23,3779703,596000000,420580,1.9,4.250259921,39.6855302,5.4,NO,0,0
VINCULADO,31,7003543,384000000,2123426,1.2,4.550500026,8.08393703,87.8,NO,0,0
VINCULADO,8,2698541,744000000,1035195,2,4.123269654,10.94396714,22.9,NO,0,0
RETIRADO,39,7458202,826000000,428075,1.6,6.505510444,245.4055869,79.3,NO,0,0
RETIRADO,30,6731763,1401000000,344835,3.4,6.193310158,224.5061071,77.1,NO,0,0
RETIRADO,36,6544085,121000000,1721213,3.8,6.049175005,180.87562,90.1,NO,0,0
RETIRADO,17,3432515,883000000,2802076,0.9,6.40503767,177.0542614,9.6,NO,0,0
VINCULADO,3,1191718,866000000,970596,16.6,4.488107253,0,11.5,NO,0,0
VINCULADO,20,1495083,507000000,359939,14.4,5.706682658,0,21.5,NO,0,0
VINCULADO,18,1442823,330000000,412092,16,5.040552545,71.44413651,4.6,NO,0,0
RETIRADO,8,7509759,526000000,1997623,3.4,6.908859197,259.5771942,96,NO,0,0
VINCULADO,35,7265877,217000000,2627736,16.1,4.651204163,0.78200315,66,NO,0,0
RETIRADO,45,7856330,1691000000,1663991,0.9,6.049161297,229.6077293,55.4,NO,0,0
RETIRADO,14,8259223,808000000,797819,1.5,6.96363112,301.6304693,51.4,NO,0,0
VINCULADO,30,3071042,652000000,2024159,1,4.183780686,44.65945993,15.3,NO,0,0
RETIRADO,45,6883795,84000000,484073,0.6,4.415280315,0,62.5,NO,0,0
VINCULADO,33,7602100,681000000,514974,1.3,5.29945583,1.918853842,84.5,NO,0,0
VINCULADO,2,3352077,805000000,1800319,3.1,4.694964839,36.38896941,0,NO,0,0
RETIRADO,56,1712429,365000000,640402,16.7,6.543869621,227.4104556,18.5,NO,0,0
RETIRADO,18,7098400,401000000,2094807,15.1,6.41013473,121.5648834,61.2,NO,0,0
VINCULADO,22,1319307,305000000,1534615,16.4,5.471338093,15.53744993,10.4,NO,0,0
RETIRADO,16,7538265,554000000,1929924,15.2,6.367393165,75.93516719,71,NO,0,0
VINCULADO,0,8689177,2004000000,1477761,3.4,3.947193278,0,30.6,NO,0,0
RETIRADO,9,4291528,1125000000,894161,0.8,6.401259811,207.114331,10.9,NO,0,0
RETIRADO,44,2832818,676000000,395342,1.5,6.705465193,188.1117429,28.3,NO,0,0
RETIRADO,0,4227945,717000000,875326,0.3,6.988473559,173.7247871,25.4,NO,0,0
RETIRADO,29,869835,520000000,1957198,16.5,5.592462536,36.44526662,37,NO,0,0
VINCULADO,27,445444,90000000,1174888,16.8,3.955887984,20.65050805,16.9,NO,0,0
VINCULADO,20,367694,265000000,388293,15.5,5.091048731,0,5.4,NO,0,0
